Date,Sensor ID,Location,Latitude,Longitude,CO2,PM2.5,PM10,O3,NO2,AQI,AQI Level,Temperature,Humidity,Soil Moisture,Soil Moisture Category,pH,Turbidity
2026-03-16,SN-020,Davao del Sur,7.27648,125.39227,4786.46,236.51,58.19,32.54,107.1,108,Unhealthy for Sensitive Groups,29.66,54.04,31.22,Optimal,6.38,33.85
2026-03-17,SN-001,Batangas,13.77241,121.02809,998.27,51.2,138.2,199.56,138.39,131,Unhealthy for Sensitive Groups,32.11,64.41,19.67,Dry,6.39,40.27
2026-03-17,SN-002,Metro Manila,14.56538,120.92161,886.5,195.11,41.07,138.13,53.21,106,Unhealthy for Sensitive Groups,38.14,84.27,58.56,Wet,7.42,42.13
2026-03-17,SN-003,Pampanga,15.1761,120.59747,407.12,236.34,84.67,69.69,131.3,130,Unhealthy for Sensitive Groups,38.24,61.2,58.25,Wet,8.0,51.71
2026-03-17,SN-004,Bulacan,14.84333,120.84052,2465.46,40.93,87.08,129.94,28.98,71,Moderate,38.24,55.18,53.8,Wet,6.77,8.76
2026-03-17,SN-005,Pampanga,15.16884,120.55406,808.76,188.92,96.05,104.52,104.5,123,Unhealthy for Sensitive Groups,27.27,86.62,52.36,Wet,7.6,84.99
2026-03-17,SN-006,Pampanga,15.15867,120.53867,3190.3,13.7,144.16,39.96,21.38,54,Moderate,31.93,85.03,13.02,Dry,8.34,66.17
2026-03-17,SN-007,Pampanga,15.16475,120.66711,773.77,180.66,59.56,55.38,143.69,109,Unhealthy for Sensitive Groups,25.53,73.36,42.88,Wet,7.76,41.58
2026-03-17,SN-008,Leyte,11.04576,124.75037,1497.07,59.6,184.32,56.15,105.51,101,Unhealthy for Sensitive Groups,26.53,55.89,11.89,Dry,6.7,88.84
2026-03-17,SN-009,Leyte,10.9368,124.89435,724.35,111.34,215.75,132.67,7.79,116,Unhealthy for Sensitive Groups,28.28,56.31,44.75,Wet,8.4,31.49
2026-03-17,SN-010,Cebu,10.28412,123.80402,3742.94,241.98,288.47,9.99,77.06,154,Unhealthy,33.71,57.17,35.25,Optimal,8.15,42.51
2026-03-17,SN-011,Iloilo,10.63519,122.61273,3042.48,76.04,282.33,53.54,1.26,103,Unhealthy for Sensitive Groups,35.96,85.35,33.44,Optimal,8.36,60.93
2026-03-17,SN-012,Cebu,10.34147,123.88109,2747.26,84.38,270.28,88.77,120.74,141,Unhealthy for Sensitive Groups,39.54,98.86,14.5,Dry,8.43,77.08
2026-03-17,SN-013,Leyte,11.04218,124.81838,4739.33,176.44,261.01,37.9,133.62,152,Unhealthy,29.42,84.77,26.99,Optimal,8.05,12.64
2026-03-17,SN-014,Iloilo,10.65425,122.63047,1171.48,82.58,136.91,189.09,66.7,118,Unhealthy for Sensitive Groups,20.72,70.3,43.96,Wet,7.78,95.42
2026-03-17,SN-015,Misamis Oriental,8.42668,124.57912,1671.47,37.51,85.18,17.89,64.16,51,Moderate,33.41,62.19,35.12,Optimal,8.32,32.39
2026-03-17,SN-016,Davao del Sur,7.15227,125.47642,3876.49,92.78,62.51,171.08,70.55,99,Moderate,27.41,56.89,48.63,Wet,6.78,59.53
2026-03-17,SN-017,Zamboanga del Sur,7.86636,123.42655,3660.87,118.98,192.81,120.38,32.2,116,Unhealthy for Sensitive Groups,21.89,55.98,52.91,Wet,7.48,48.05
2026-03-17,SN-018,Misamis Oriental,8.50377,124.61878,701.49,125.32,291.89,102.84,69.86,147,Unhealthy for Sensitive Groups,32.23,45.89,23.72,Optimal,8.38,76.77
2026-03-17,SN-019,Davao del Sur,7.28627,125.36913,4239.84,5.06,174.84,82.95,89.57,88,Moderate,36.58,93.91,8.2,Dry,7.43,93.12
2026-03-17,SN-020,Davao del Sur,7.27648,125.39227,1983.14,41.34,147.36,128.81,72.35,97,Moderate,27.17,73.3,44.46,Wet,7.95,67.82
2026-03-18,SN-001,Batangas,13.77241,121.02809,4576.97,100.63,47.59,132.0,132.33,103,Unhealthy for Sensitive Groups,29.91,64.9,37.54,Optimal,6.5,53.95
2026-03-18,SN-002,Metro Manila,14.56538,120.92161,2354.69,124.45,53.05,3.24,47.23,56,Moderate,32.11,76.32,50.08,Wet,6.51,39.12
2026-03-18,SN-003,Pampanga,15.1761,120.59747,1626.9,198.06,230.84,84.87,141.9,163,Unhealthy,23.09,49.54,41.98,Wet,7.11,37.18
2026-03-18,SN-004,Bulacan,14.84333,120.84052,3557.72,247.96,195.51,131.28,54.82,157,Unhealthy,23.03,93.06,31.86,Optimal,8.1,59.0
2026-03-18,SN-005,Pampanga,15.16884,120.55406,3631.01,55.96,109.05,67.76,138.77,92,Moderate,23.03,86.55,56.35,Wet,6.71,5.74
2026-03-18,SN-006,Pampanga,15.15867,120.53867,1524.17,202.77,243.14,180.52,0.36,156,Unhealthy,27.58,44.36,44.38,Wet,7.92,35.82
2026-03-18,SN-007,Pampanga,15.16475,120.66711,775.09,174.04,138.67,23.84,93.69,107,Unhealthy for Sensitive Groups,24.96,86.57,25.62,Optimal,8.08,95.28
2026-03-18,SN-008,Leyte,11.04576,124.75037,853.31,220.07,264.87,41.98,8.87,133,Unhealthy for Sensitive Groups,31.7,97.92,52.64,Wet,7.21,43.18
2026-03-18,SN-009,Leyte,10.9368,124.89435,3006.3,89.51,283.46,7.82,102.16,120,Unhealthy for Sensitive Groups,20.35,95.82,51.92,Wet,6.65,6.2
2026-03-18,SN-010,Cebu,10.28412,123.80402,3821.31,230.5,15.56,135.34,76.41,114,Unhealthy for Sensitive Groups,33.55,93.95,58.3,Wet,8.29,17.84
2026-03-18,SN-011,Iloilo,10.63519,122.61273,3493.9,226.93,291.55,185.34,46.55,187,Unhealthy,30.9,98.93,50.21,Wet,7.62,75.3
2026-03-18,SN-012,Cebu,10.34147,123.88109,2826.11,177.94,130.0,196.43,124.06,157,Unhealthy,36.87,47.55,18.32,Dry,7.28,34.6
2026-03-18,SN-013,Leyte,11.04218,124.81838,4007.68,223.47,286.74,54.02,101.86,166,Unhealthy,21.1,73.23,48.6,Wet,7.57,30.48
2026-03-18,SN-014,Iloilo,10.65425,122.63047,2648.2,108.05,21.54,74.15,25.82,57,Moderate,22.64,54.11,30.69,Optimal,8.27,53.09
2026-03-18,SN-015,Misamis Oriental,8.42668,124.57912,4165.99,127.27,92.68,113.05,125.38,114,Unhealthy for Sensitive Groups,33.5,59.83,11.18,Dry,6.14,80.02
2026-03-18,SN-016,Davao del Sur,7.15227,125.47642,1952.12,237.58,108.46,71.14,100.93,129,Unhealthy for Sensitive Groups,33.63,59.49,50.63,Wet,6.24,83.55
2026-03-18,SN-017,Zamboanga del Sur,7.86636,123.42655,1853.6,223.57,207.62,29.84,84.52,136,Unhealthy for Sensitive Groups,34.44,91.44,19.42,Dry,7.68,11.23
2026-03-18,SN-018,Misamis Oriental,8.50377,124.61878,655.14,39.94,299.26,40.58,129.41,127,Unhealthy for Sensitive Groups,32.25,81.52,44.01,Wet,6.32,77.02
2026-03-18,SN-019,Davao del Sur,7.28627,125.36913,3610.11,116.6,98.19,112.59,28.21,88,Moderate,34.86,72.41,46.56,Wet,7.06,19.67
2026-03-18,SN-020,Davao del Sur,7.27648,125.39227,1336.73,66.87,265.45,91.95,1.59,106,Unhealthy for Sensitive Groups,29.69,88.31,57.75,Wet,8.33,33.17
2026-03-19,SN-001,Batangas,13.77241,121.02809,2942.97,30.96,289.44,164.67,107.52,148,Unhealthy for Sensitive Groups,38.38,76.91,28.44,Optimal,7.29,61.56
2026-03-19,SN-002,Metro Manila,14.56538,120.92161,1083.94,35.52,36.34,102.15,72.85,61,Moderate,24.32,49.96,36.71,Optimal,8.36,15.88
2026-03-19,SN-003,Pampanga,15.1761,120.59747,1460.82,190.56,122.53,48.73,146.52,127,Unhealthy for Sensitive Groups,35.82,59.32,50.31,Wet,8.42,32.15
2026-03-19,SN-004,Bulacan,14.84333,120.84052,1036.65,180.28,170.49,72.67,83.02,126,Unhealthy for Sensitive Groups,31.6,82.82,56.46,Wet,7.13,42.5
2026-03-19,SN-005,Pampanga,15.16884,120.55406,4820.44,85.72,20.96,83.36,121.81,77,Moderate,20.86,95.76,39.12,Optimal,7.79,47.89
2026-03-19,SN-006,Pampanga,15.15867,120.53867,3535.94,185.03,32.19,194.1,35.0,111,Unhealthy for Sensitive Groups,34.05,71.46,10.09,Dry,8.16,11.47
2026-03-19,SN-007,Pampanga,15.16475,120.66711,4037.49,135.89,55.14,26.15,108.01,81,Moderate,35.59,95.9,8.11,Dry,6.69,80.79
2026-03-19,SN-008,Leyte,11.04576,124.75037,2445.43,141.09,269.15,2.54,149.27,140,Unhealthy for Sensitive Groups,32.97,84.16,50.47,Wet,8.4,12.02
2026-03-19,SN-009,Leyte,10.9368,124.89435,3850.04,229.36,32.2,149.99,50.56,115,Unhealthy for Sensitive Groups,27.66,63.75,27.61,Optimal,7.05,56.69
2026-03-19,SN-010,Cebu,10.28412,123.80402,4637.45,56.43,6.09,178.38,106.42,86,Moderate,21.1,41.99,53.19,Wet,6.68,21.21
2026-03-19,SN-011,Iloilo,10.63519,122.61273,2730.95,238.39,95.9,65.39,136.84,134,Unhealthy for Sensitive Groups,36.8,89.25,53.83,Wet,8.3,78.35
2026-03-19,SN-012,Cebu,10.34147,123.88109,3627.1,8.46,285.93,30.74,87.18,103,Unhealthy for Sensitive Groups,21.32,96.22,42.16,Wet,6.77,90.36
2026-03-19,SN-013,Leyte,11.04218,124.81838,2545.58,138.72,33.64,76.4,81.29,82,Moderate,33.22,41.23,28.89,Optimal,7.6,26.38
2026-03-19,SN-014,Iloilo,10.65425,122.63047,2013.25,120.22,282.66,198.57,6.65,152,Unhealthy,27.31,83.43,35.02,Optimal,7.13,11.49
2026-03-19,SN-015,Misamis Oriental,8.42668,124.57912,3862.94,204.76,50.77,80.76,85.34,105,Unhealthy for Sensitive Groups,28.09,64.2,44.17,Wet,7.43,78.93
2026-03-19,SN-016,Davao del Sur,7.15227,125.47642,2057.6,168.03,232.15,58.28,89.28,136,Unhealthy for Sensitive Groups,30.67,80.12,36.42,Optimal,6.16,29.9
2026-03-19,SN-017,Zamboanga del Sur,7.86636,123.42655,3571.65,191.94,211.82,182.77,20.86,151,Unhealthy,35.92,82.2,50.89,Wet,7.74,6.75
2026-03-19,SN-018,Misamis Oriental,8.50377,124.61878,3124.31,233.68,123.55,38.14,29.53,106,Unhealthy for Sensitive Groups,23.08,70.98,35.08,Optimal,6.13,92.8
2026-03-19,SN-019,Davao del Sur,7.28627,125.36913,3035.61,35.51,185.91,145.63,9.55,94,Moderate,36.98,68.25,47.33,Wet,6.98,64.92
2026-03-19,SN-020,Davao del Sur,7.27648,125.39227,3048.73,175.25,261.52,110.07,83.17,157,Unhealthy,33.82,84.94,57.22,Wet,7.17,48.78
2026-03-20,SN-001,Batangas,13.77241,121.02809,2739.2,185.36,262.79,68.21,25.57,135,Unhealthy for Sensitive Groups,38.18,97.29,47.63,Wet,6.68,16.31
2026-03-20,SN-002,Metro Manila,14.56538,120.92161,1926.53,153.59,237.32,59.43,71.92,130,Unhealthy for Sensitive Groups,34.73,93.45,14.25,Dry,6.24,81.64
2026-03-20,SN-003,Pampanga,15.1761,120.59747,1921.45,64.72,283.48,109.47,21.38,119,Unhealthy for Sensitive Groups,36.78,76.92,5.81,Dry,8.19,52.21
2026-03-20,SN-004,Bulacan,14.84333,120.84052,2906.29,59.21,78.32,62.71,30.14,57,Moderate,39.3,71.8,55.55,Wet,7.64,50.69
2026-03-20,SN-005,Pampanga,15.16884,120.55406,4516.56,137.66,174.01,68.47,7.46,96,Moderate,24.53,89.5,57.42,Wet,7.89,61.93
2026-03-20,SN-006,Pampanga,15.15867,120.53867,2873.63,87.5,278.79,43.94,93.94,126,Unhealthy for Sensitive Groups,25.2,89.15,47.83,Wet,6.98,23.26
2026-03-20,SN-007,Pampanga,15.16475,120.66711,1987.47,239.88,100.42,95.27,130.77,141,Unhealthy for Sensitive Groups,37.13,70.78,31.59,Optimal,8.28,33.91
2026-03-20,SN-008,Leyte,11.04576,124.75037,742.08,135.6,146.59,193.35,23.51,124,Unhealthy for Sensitive Groups,30.43,51.51,23.46,Optimal,7.36,79.86
2026-03-20,SN-009,Leyte,10.9368,124.89435,1135.3,51.71,3.13,34.58,92.06,45,Good,26.07,73.24,59.96,Wet,7.86,93.71
2026-03-20,SN-010,Cebu,10.28412,123.80402,4744.27,230.63,295.27,124.69,94.08,186,Unhealthy,20.94,82.28,7.97,Dry,6.0,3.84
2026-03-20,SN-011,Iloilo,10.63519,122.61273,2686.29,103.18,243.63,159.11,2.24,127,Unhealthy for Sensitive Groups,24.88,55.56,16.44,Dry,6.22,3.16
2026-03-20,SN-012,Cebu,10.34147,123.88109,2349.95,146.11,136.49,101.59,66.22,112,Unhealthy for Sensitive Groups,32.29,77.24,35.02,Optimal,7.32,40.31
2026-03-20,SN-013,Leyte,11.04218,124.81838,4039.18,3.42,81.58,165.74,133.71,96,Moderate,36.5,58.16,25.8,Optimal,7.97,77.23
2026-03-20,SN-014,Iloilo,10.65425,122.63047,4867.6,58.21,32.91,91.14,51.7,58,Moderate,34.92,57.81,48.45,Wet,6.47,11.12
2026-03-20,SN-015,Misamis Oriental,8.42668,124.57912,4301.08,51.88,292.21,17.35,44.99,101,Unhealthy for Sensitive Groups,24.89,67.81,23.52,Optimal,8.08,83.67
2026-03-20,SN-016,Davao del Sur,7.15227,125.47642,3563.69,101.89,186.19,0.04,137.42,175,Unhealthy,24.87,87.47,35.58,Optimal,6.51,36.88
2026-03-20,SN-017,Zamboanga del Sur,7.86636,123.42655,830.12,57.53,268.86,71.82,111.95,127,Unhealthy for Sensitive Groups,21.44,50.11,31.05,Optimal,6.97,29.43
2026-03-20,SN-018,Misamis Oriental,8.50377,124.61878,1197.26,31.45,263.49,169.62,144.73,152,Unhealthy,28.86,78.83,36.95,Optimal,8.32,5.1
2026-03-20,SN-019,Davao del Sur,7.28627,125.36913,3648.59,66.43,193.4,176.53,146.43,145,Unhealthy for Sensitive Groups,36.91,74.15,54.88,Wet,7.42,47.44
2026-03-20,SN-020,Davao del Sur,7.27648,125.39227,3005.82,56.91,162.71,24.92,105.01,87,Moderate,21.45,71.56,18.89,Dry,8.23,36.77
2026-03-21,SN-001,Batangas,13.77241,121.02809,2399.07,145.47,74.68,190.57,20.19,107,Unhealthy for Sensitive Groups,37.59,88.17,33.23,Optimal,6.54,76.76
2026-03-21,SN-002,Metro Manila,14.56538,120.92161,874.7,228.83,32.84,108.51,89.58,114,Unhealthy for Sensitive Groups,26.06,63.53,42.99,Wet,6.41,80.24
2026-03-21,SN-003,Pampanga,15.1761,120.59747,3226.93,23.11,129.23,195.91,78.99,106,Unhealthy for Sensitive Groups,35.99,54.17,33.86,Optimal,8.12,58.57
2026-03-21,SN-004,Bulacan,14.84333,120.84052,1948.36,34.31,220.49,89.35,50.73,98,Moderate,30.99,70.19,57.26,Wet,6.44,49.18
2026-03-21,SN-005,Pampanga,15.16884,120.55406,891.73,112.37,144.9,199.67,53.19,127,Unhealthy for Sensitive Groups,21.01,69.94,50.56,Wet,6.8,22.29
2026-03-21,SN-006,Pampanga,15.15867,120.53867,4025.85,84.02,269.03,130.12,132.79,153,Unhealthy,39.32,43.11,21.32,Optimal,6.02,56.95
2026-03-21,SN-007,Pampanga,15.16475,120.66711,2438.57,208.15,176.55,171.06,129.17,171,Unhealthy,30.15,58.43,8.79,Dry,8.46,25.58
2026-03-21,SN-008,Leyte,11.04576,124.75037,919.31,94.12,14.67,139.97,115.37,91,Moderate,24.59,63.54,36.15,Optimal,7.64,16.8
2026-03-21,SN-009,Leyte,10.9368,124.89435,1573.86,215.12,143.16,121.99,106.14,146,Unhealthy for Sensitive Groups,20.03,63.6,54.89,Wet,6.66,7.02
2026-03-21,SN-010,Cebu,10.28412,123.80402,1174.44,55.2,70.35,184.0,96.04,101,Unhealthy for Sensitive Groups,22.19,62.55,43.06,Wet,7.27,9.02
2026-03-21,SN-011,Iloilo,10.63519,122.61273,3308.54,81.2,280.89,104.08,94.06,140,Unhealthy for Sensitive Groups,21.44,48.09,23.93,Optimal,7.45,97.53
2026-03-21,SN-012,Cebu,10.34147,123.88109,2418.75,50.59,35.26,175.77,45.78,76,Moderate,36.53,53.7,51.45,Wet,8.17,48.93
2026-03-21,SN-013,Leyte,11.04218,124.81838,4101.77,188.6,164.35,77.83,120.66,137,Unhealthy for Sensitive Groups,30.94,43.11,36.91,Optimal,7.22,70.37
2026-03-21,SN-014,Iloilo,10.65425,122.63047,3130.63,10.58,194.47,119.04,35.89,89,Moderate,39.7,41.46,8.78,Dry,7.4,11.07
2026-03-21,SN-015,Misamis Oriental,8.42668,124.57912,1949.34,46.74,177.45,18.18,31.48,68,Moderate,22.47,45.74,28.31,Optimal,7.89,62.73
2026-03-21,SN-016,Davao del Sur,7.15227,125.47642,2670.61,17.73,176.85,194.68,83.26,118,Unhealthy for Sensitive Groups,34.28,50.32,58.79,Wet,6.74,62.79
2026-03-21,SN-017,Zamboanga del Sur,7.86636,123.42655,2310.24,80.44,9.44,168.15,133.72,97,Moderate,32.91,40.42,23.37,Optimal,7.74,60.15
2026-03-21,SN-018,Misamis Oriental,8.50377,124.61878,2799.98,3.65,54.59,171.77,23.71,63,Moderate,23.59,95.2,21.78,Optimal,7.32,97.97
2026-03-21,SN-019,Davao del Sur,7.28627,125.36913,4740.43,22.16,136.5,64.73,79.85,75,Moderate,26.51,86.09,34.99,Optimal,6.59,0.5
2026-03-21,SN-020,Davao del Sur,7.27648,125.39227,1135.33,207.69,39.01,74.06,24.19,86,Moderate,39.38,92.12,18.69,Dry,6.46,93.86
2026-03-22,SN-001,Batangas,13.77241,121.02809,2568.31,107.48,233.28,82.01,121.5,136,Unhealthy for Sensitive Groups,23.58,57.9,59.01,Wet,6.5,25.61
2026-03-22,SN-002,Metro Manila,14.56538,120.92161,4023.13,18.95,19.52,186.2,97.91,80,Moderate,35.94,93.28,28.2,Optimal,6.13,48.47
2026-03-22,SN-003,Pampanga,15.1761,120.59747,821.05,72.37,293.92,47.03,77.38,122,Unhealthy for Sensitive Groups,22.15,59.91,52.18,Wet,8.24,5.75
2026-03-22,SN-004,Bulacan,14.84333,120.84052,3616.21,53.81,218.22,10.84,115.18,99,Moderate,24.83,76.18,43.92,Wet,8.36,89.5
2026-03-22,SN-005,Pampanga,15.16884,120.55406,2015.31,25.71,79.48,129.68,27.71,65,Moderate,34.66,98.62,35.62,Optimal,6.85,69.56
2026-03-22,SN-006,Pampanga,15.15867,120.53867,412.62,29.09,2.63,108.83,70.87,52,Moderate,39.55,70.72,52.12,Wet,7.61,36.84
2026-03-22,SN-007,Pampanga,15.16475,120.66711,2283.73,149.77,264.96,100.77,76.53,148,Unhealthy for Sensitive Groups,33.25,92.15,55.4,Wet,8.39,89.81
2026-03-22,SN-008,Leyte,11.04576,124.75037,4207.64,47.65,82.7,47.97,85.84,66,Moderate,30.65,80.8,11.55,Dry,7.92,29.94
2026-03-22,SN-009,Leyte,10.9368,124.89435,2489.71,219.96,125.14,76.07,61.08,120,Unhealthy for Sensitive Groups,25.61,71.94,18.07,Dry,6.48,97.17
2026-03-22,SN-010,Cebu,10.28412,123.80402,1434.36,153.63,8.94,193.76,128.44,121,Unhealthy for Sensitive Groups,37.36,86.97,31.91,Optimal,7.15,64.22
2026-03-22,SN-011,Iloilo,10.63519,122.61273,4265.82,93.19,256.1,153.53,52.58,138,Unhealthy for Sensitive Groups,25.55,80.77,49.54,Wet,7.51,43.54
2026-03-22,SN-012,Cebu,10.34147,123.88109,3164.83,66.77,84.46,97.52,101.25,87,Moderate,25.22,81.84,48.49,Wet,6.86,72.43
2026-03-22,SN-013,Leyte,11.04218,124.81838,2231.24,223.68,91.99,32.54,111.56,114,Unhealthy for Sensitive Groups,37.27,65.05,10.87,Dry,7.5,16.25
2026-03-22,SN-014,Iloilo,10.65425,122.63047,4284.99,165.22,139.24,189.8,98.94,148,Unhealthy for Sensitive Groups,26.9,81.81,37.41,Optimal,8.21,13.37
2026-03-22,SN-015,Misamis Oriental,8.42668,124.57912,3462.9,13.21,220.68,135.0,148.66,129,Unhealthy for Sensitive Groups,34.96,99.96,51.71,Wet,7.16,67.41
2026-03-22,SN-016,Davao del Sur,7.15227,125.47642,2783.57,211.86,256.78,144.95,149.78,190,Unhealthy,25.53,92.1,49.76,Wet,8.04,83.17
2026-03-22,SN-017,Zamboanga del Sur,7.86636,123.42655,4060.43,6.35,221.15,47.99,99.49,93,Moderate,21.16,82.76,30.21,Optimal,8.22,57.08
2026-03-22,SN-018,Misamis Oriental,8.50377,124.61878,3900.65,81.98,210.02,52.99,82.11,106,Unhealthy for Sensitive Groups,24.49,68.12,36.24,Optimal,8.12,8.33
2026-03-22,SN-019,Davao del Sur,7.28627,125.36913,3435.13,51.03,178.91,96.57,60.81,96,Moderate,39.79,42.81,42.85,Wet,7.13,0.75
2026-03-22,SN-020,Davao del Sur,7.27648,125.39227,3400.52,37.63,111.71,54.01,62.85,66,Moderate,35.26,64.73,43.66,Wet,6.65,64.26
2026-03-23,SN-001,Batangas,13.77241,121.02809,4136.77,32.39,45.83,59.12,23.61,40,Good,27.4,55.28,9.3,Dry,7.56,53.27
2026-03-23,SN-002,Metro Manila,14.56538,120.92161,995.03,204.53,132.6,59.73,93.86,122,Unhealthy for Sensitive Groups,25.26,80.24,49.43,Wet,8.39,98.84
2026-03-23,SN-003,Pampanga,15.1761,120.59747,2380.4,158.24,165.6,59.41,27.77,102,Unhealthy for Sensitive Groups,30.88,88.65,42.32,Wet,6.97,22.93
2026-03-23,SN-004,Bulacan,14.84333,120.84052,1228.59,15.79,115.45,48.86,7.93,47,Good,23.67,87.81,12.98,Dry,6.38,75.08
2026-03-23,SN-005,Pampanga,15.16884,120.55406,4208.71,131.33,106.83,145.9,88.88,118,Unhealthy for Sensitive Groups,32.36,54.29,57.34,Wet,7.13,38.48
2026-03-23,SN-006,Pampanga,15.15867,120.53867,1794.18,158.69,284.33,163.55,97.63,176,Unhealthy,23.8,84.88,30.93,Optimal,7.39,62.9
2026-03-23,SN-007,Pampanga,15.16475,120.66711,1768.62,21.13,173.41,106.78,30.11,82,Moderate,36.18,53.92,12.03,Dry,8.13,87.17
2026-03-23,SN-008,Leyte,11.04576,124.75037,2552.54,176.1,168.1,122.54,75.28,135,Unhealthy for Sensitive Groups,34.9,75.31,31.49,Optimal,8.3,62.83
2026-03-23,SN-009,Leyte,10.9368,124.89435,4477.85,159.14,124.0,74.92,45.49,100,Moderate,36.06,64.88,17.91,Dry,6.66,74.81
2026-03-23,SN-010,Cebu,10.28412,123.80402,1183.66,135.24,154.36,117.31,144.73,137,Unhealthy for Sensitive Groups,37.62,41.05,50.51,Wet,7.79,43.59
2026-03-23,SN-011,Iloilo,10.63519,122.61273,952.7,130.02,9.88,148.96,75.07,90,Moderate,24.25,65.07,13.2,Dry,8.27,81.33
2026-03-23,SN-012,Cebu,10.34147,123.88109,1814.37,206.61,256.47,198.71,85.08,186,Unhealthy,29.65,59.85,30.77,Optimal,7.43,78.23
2026-03-23,SN-013,Leyte,11.04218,124.81838,2909.77,21.4,243.42,80.41,66.98,103,Unhealthy for Sensitive Groups,30.29,96.85,35.21,Optimal,8.38,99.39
2026-03-23,SN-014,Iloilo,10.65425,122.63047,2998.06,198.7,91.14,44.24,43.17,94,Moderate,31.9,46.97,25.53,Optimal,8.35,26.81
2026-03-23,SN-015,Misamis Oriental,8.42668,124.57912,4320.79,12.12,100.36,171.77,138.83,105,Unhealthy for Sensitive Groups,23.34,51.51,45.54,Wet,6.02,73.91
2026-03-23,SN-016,Davao del Sur,7.15227,125.47642,1509.24,42.01,104.86,123.88,15.62,71,Moderate,28.34,40.73,36.16,Optimal,8.37,72.13
2026-03-23,SN-017,Zamboanga del Sur,7.86636,123.42655,4257.8,200.82,170.57,41.33,3.82,104,Unhealthy for Sensitive Groups,23.08,88.61,19.35,Dry,6.62,69.14
2026-03-23,SN-018,Misamis Oriental,8.50377,124.61878,2524.17,136.2,236.85,53.6,60.45,121,Unhealthy for Sensitive Groups,29.08,89.16,51.0,Wet,6.09,17.46
2026-03-23,SN-019,Davao del Sur,7.28627,125.36913,1406.0,17.74,245.99,139.93,25.97,107,Unhealthy for Sensitive Groups,24.84,94.24,37.87,Optimal,7.78,24.42
2026-03-23,SN-020,Davao del Sur,7.27648,125.39227,2804.29,10.82,268.21,197.83,72.34,137,Unhealthy for Sensitive Groups,22.48,99.63,31.76,Optimal,7.25,76.33
2026-03-24,SN-001,Batangas,13.77241,121.02809,2212.56,128.56,199.35,196.95,57.97,145,Unhealthy for Sensitive Groups,32.89,57.98,12.02,Dry,7.29,49.86
2026-03-24,SN-002,Metro Manila,14.56538,120.92161,2760.3,81.72,299.74,149.18,15.24,136,Unhealthy for Sensitive Groups,24.74,61.47,36.64,Optimal,6.27,32.54
2026-03-24,SN-003,Pampanga,15.1761,120.59747,2358.0,195.23,174.58,133.88,50.35,138,Unhealthy for Sensitive Groups,26.7,67.86,33.75,Optimal,6.26,88.9
2026-03-24,SN-004,Bulacan,14.84333,120.84052,3558.7,22.73,26.18,19.2,30.8,24,Good,30.64,80.95,37.67,Optimal,7.03,57.75
2026-03-24,SN-005,Pampanga,15.16884,120.55406,1826.78,248.77,239.05,168.69,27.39,170,Unhealthy,21.01,46.78,45.09,Wet,8.2,55.55
2026-03-24,SN-006,Pampanga,15.15867,120.53867,1855.37,126.56,214.94,9.13,123.83,118,Unhealthy for Sensitive Groups,32.17,51.22,47.73,Wet,6.41,39.33
2026-03-24,SN-007,Pampanga,15.16475,120.66711,2926.48,12.52,153.82,51.61,147.81,91,Moderate,28.41,72.77,51.79,Wet,8.33,43.07
2026-03-24,SN-008,Leyte,11.04576,124.75037,1238.21,92.65,76.04,5.71,84.32,64,Moderate,28.82,98.18,22.83,Optimal,6.23,52.36
2026-03-24,SN-009,Leyte,10.9368,124.89435,1142.31,213.65,141.9,116.97,128.67,150,Unhealthy for Sensitive Groups,35.77,98.56,6.76,Dry,6.5,67.54
2026-03-24,SN-010,Cebu,10.28412,123.80402,3839.59,35.86,179.37,46.16,68.0,82,Moderate,31.15,54.26,25.36,Optimal,6.21,96.93
2026-03-24,SN-011,Iloilo,10.63519,122.61273,2946.42,130.89,104.68,78.83,86.46,100,Moderate,30.65,65.03,21.75,Optimal,6.36,83.37
2026-03-24,SN-012,Cebu,10.34147,123.88109,1660.18,102.83,242.26,104.74,9.71,114,Unhealthy for Sensitive Groups,28.47,95.13,48.46,Wet,7.42,52.2
2026-03-24,SN-013,Leyte,11.04218,124.81838,862.93,217.87,233.69,133.28,62.72,161,Unhealthy,25.59,41.51,46.11,Wet,6.05,72.01
2026-03-24,SN-014,Iloilo,10.65425,122.63047,1327.55,81.14,6.91,20.54,101.1,52,Moderate,38.57,73.84,56.34,Wet,8.21,50.52
2026-03-24,SN-015,Misamis Oriental,8.42668,124.57912,2851.93,132.07,222.62,180.74,54.57,147,Unhealthy for Sensitive Groups,21.34,92.08,40.1,Wet,6.65,86.57
2026-03-24,SN-016,Davao del Sur,7.15227,125.47642,1606.64,8.75,149.63,12.9,64.5,58,Moderate,36.64,80.05,50.53,Wet,8.26,22.68
2026-03-24,SN-017,Zamboanga del Sur,7.86636,123.42655,458.39,154.68,98.85,147.14,31.14,107,Unhealthy for Sensitive Groups,36.23,47.03,49.9,Wet,7.37,4.23
2026-03-24,SN-018,Misamis Oriental,8.50377,124.61878,3825.81,118.92,278.56,163.99,94.75,164,Unhealthy,23.18,52.5,45.01,Wet,8.2,55.77
2026-03-24,SN-019,Davao del Sur,7.28627,125.36913,1940.22,105.39,190.52,1.57,117.39,103,Unhealthy for Sensitive Groups,33.26,89.97,28.65,Optimal,7.43,91.99
